15201,"950  ","9500000","にいがたけん","にいがたし","いかにけいさいがないばあい","新潟県","新潟市","以下に掲載がない場合",0,0,0,0,0,0
15201,"951  ","9518037","にいがたけん","にいがたし","あいおいちょう","新潟県","新潟市","相生町",0,0,0,0,0,0
15201,"956  ","9560017","にいがたけん","にいがたし","あおばどおり","新潟県","新潟市","あおば通",0,0,0,0,0,0
15201,"95021","9502002","にいがたけん","にいがたし","あおやま","新潟県","新潟市","青山",0,0,1,0,0,0
15201,"95021","9502006","にいがたけん","にいがたし","あおやましんまち","新潟県","新潟市","青山新町",0,0,0,0,0,0
15201,"95021","9502005","にいがたけん","にいがたし","あおやますいどう","新潟県","新潟市","青山水道",0,0,0,0,0,0
15201,"951  ","9518025","にいがたけん","にいがたし","あかさかちょう","新潟県","新潟市","赤坂町",0,0,1,0,0,0
15201,"953  ","9530042","にいがたけん","にいがたし","あかさび","新潟県","新潟市","赤鏥",0,0,0,0,0,0
15201,"950  ","9500084","にいがたけん","にいがたし","あかし","新潟県","新潟市","明石",0,0,1,0,0,0
15201,"95012","9501411","にいがたけん","にいがたし","あかしぶ","新潟県","新潟市","赤渋",0,0,0,0,0,0
15201,"95022","9502261","にいがたけん","にいがたし","あかつか","新潟県","新潟市","赤塚",0,0,0,0,0,0
15201,"95002","9500212","にいがたけん","にいがたし","あかねがおか","新潟県","新潟市","茜け丘",0,0,0,0,0,0
15201,"95002","9500217","にいがたけん","にいがたし","あがの","新潟県","新潟市","阿賀野",0,0,1,0,0,0
15201,"950  ","9500054","にいがたけん","にいがたし","あきば","新潟県","新潟市","秋葉",0,0,1,0,0,0
15201,"950  ","9500052","にいがたけん","にいがたし","あきばどおり","新潟県","新潟市","秋葉通",0,0,1,0,0,0
15201,"951  ","9518021","にいがたけん","にいがたし","あけぼのちょう","新潟県","新潟市","曙町",0,0,0,0,0,0
15201,"956  ","9560835","にいがたけん","にいがたし","あさひ","新潟県","新潟市","朝日",0,0,0,0,0,0
15201,"95033","9503315","にいがたけん","にいがたし","あさひまち","新潟県","新潟市","朝日町",0,0,1,0,0,0
15201,"951  ","9518122","にいがたけん","にいがたし","あさひまちどおり","新潟県","新潟市","旭町通",0,0,0,0,0,0
15201,"95012","9501413","にいがたけん","にいがたし","あさまくり","新潟県","新潟市","朝捲",0,0,0,0,0,0
15201,"95012","9501261","にいがたけん","にいがたし","あじかた","新潟県","新潟市","味方",0,0,0,0,0,0
15201,"95012","9501227","にいがたけん","にいがたし","あじがた","新潟県","新潟市","鰺潟",0,0,0,0,0,0
15201,"953  ","9530066","にいがたけん","にいがたし","あじり","新潟県","新潟市","安尻",0,0,0,0,0,0
15201,"950  ","9500944","にいがたけん","にいがたし","あたご","新潟県","新潟市","愛宕",0,0,1,0,0,0
15201,"950  ","9500913","にいがたけん","にいがたし","あぶみ","新潟県","新潟市","鐙",0,0,1,0,0,0
15201,"950  ","9500915","にいがたけん","にいがたし","あぶみにし","新潟県","新潟市","鐙西",0,0,1,0,0,0
15201,"95301","9530111","にいがたけん","にいがたし","あぶらじま","新潟県","新潟市","油島",0,0,0,0,0,0
