39201,"780  ","7800000","こうちけん","こうちし","いかにけいさいがないばあい","高知県","高知市","以下に掲載がない場合",0,0,0,0,0,0
39201,"780  ","7800054","こうちけん","こうちし","あいおいちょう","高知県","高知市","相生町",0,0,0,0,0,0
39201,"780  ","7800813","こうちけん","こうちし","あおやぎちょう","高知県","高知市","青柳町",0,0,0,0,0,0
39201,"780  ","7800936","こうちけん","こうちし","あかいしちょう","高知県","高知市","赤石町",0,0,0,0,0,0
39201,"780  ","7808072","こうちけん","こうちし","あけぼのちょう","高知県","高知市","曙町",0,0,1,0,0,0
39201,"780  ","7808061","こうちけん","こうちし","あさくらこう","高知県","高知市","朝倉甲",0,0,0,0,0,0
39201,"780  ","7808062","こうちけん","こうちし","あさくらおつ","高知県","高知市","朝倉乙",0,0,0,0,0,0
39201,"780  ","7808063","こうちけん","こうちし","あさくらへい","高知県","高知市","朝倉丙",0,0,0,0,0,0
39201,"780  ","7808064","こうちけん","こうちし","あさくらてい","高知県","高知市","朝倉丁",0,0,0,0,0,0
39201,"780  ","7808065","こうちけん","こうちし","あさくらぼ","高知県","高知市","朝倉戊",0,0,0,0,0,0
39201,"780  ","7808066","こうちけん","こうちし","あさくらき","高知県","高知市","朝倉己",0,0,0,0,0,0
39201,"780  ","7808077","こうちけん","こうちし","あさくらにしまち","高知県","高知市","朝倉西町",1,0,1,0,0,0
39201,"780  ","7808076","こうちけん","こうちし","あさくらひがしまち","高知県","高知市","朝倉東町",0,0,0,0,0,0
39201,"780  ","7808075","こうちけん","こうちし","あさくらみなみまち","高知県","高知市","朝倉南町",0,0,0,0,0,0
39201,"780  ","7808074","こうちけん","こうちし","あさくらよこまち","高知県","高知市","朝倉横町",0,0,0,0,0,0
39201,"780  ","7808073","こうちけん","こうちし","あさくらほんまち","高知県","高知市","朝倉本町",0,0,1,0,0,0
39201,"780  ","7800938","こうちけん","こうちし","あさひえきまえちょう","高知県","高知市","旭駅前町",0,0,0,0,0,0
39201,"780  ","7800943","こうちけん","こうちし","あさひかみまち","高知県","高知市","旭上町",0,0,0,0,0,0
